Date,Hour,
10-19,13,70.19489866
10-19,14,72.98754722
10-19,15,72.46075228
10-19,16,69.51654859
10-19,17,67.33414887
10-19,18,69.37868609
10-19,19,75.70844207
10-19,20,74.71468633
10-19,21,71.55250647
10-19,22,67.14029362
10-19,23,63.99217164
10-20,0,59.01990111
10-20,1,54.33689723
10-20,2,48.60462376
10-20,3,46.42538021
10-20,4,45.36636428
10-20,5,45.49322956
10-20,6,46.10605387
10-20,7,48.33347013
10-20,8,52.09964978
10-20,9,55.64996604
10-20,10,57.54498525
10-20,11,59.79363002
10-20,12,64.07435108
10-20,13,66.17182383
10-20,14,68.62111648
10-20,15,67.75413507
10-20,16,65.40895538
10-20,17,62.85361831
10-20,18,62.86971445
10-20,19,68.55713074
10-20,20,69.11851318
10-20,21,66.84588926
10-20,22,63.26090004
10-20,23,61.37421486
10-21,0,57.22282908
10-21,1,52.3052867
10-21,2,46.67443528
10-21,3,44.34622809
10-21,4,43.04210887
10-21,5,42.80871456
10-21,6,42.38301929
10-21,7,43.86033494
10-21,8,46.66406155
10-21,9,50.51230509
10-21,10,53.31378391
10-21,11,56.01354553
10-21,12,60.31645267
10-21,13,62.33574592
10-21,14,64.50824087
10-21,15,64.24662235
10-21,16,62.24902449
10-21,17,59.59649129
10-21,18,59.45094603
10-21,19,66.36493529
10-21,20,68.00604002
10-21,21,65.91090469
10-21,22,62.01847987
10-21,23,60.3969711
10-22,0,57.08865615
10-22,1,52.67822405
10-22,2,47.00616992
10-22,3,45.19246836
10-22,4,44.96701494
10-22,5,46.74621453
10-22,6,51.43916357
10-22,7,56.92265037
10-22,8,61.14839871
10-22,9,64.15357142
10-22,10,65.52774612
10-22,11,66.08391036
10-22,12,67.78576439
10-22,13,71.10135827
10-22,14,74.06304359
10-22,15,73.83734538
10-22,16,70.94702215
10-22,17,68.05466804
10-22,18,70.84613644
10-22,19,77.62278334
10-22,20,75.61480706
10-22,21,71.70041364
10-22,22,67.02513733
10-22,23,64.97364131
10-23,0,62.41859641
10-23,1,58.5923976
10-23,2,53.08409783
10-23,3,51.11720671
10-23,4,50.32759312
10-23,5,50.80837911
10-23,6,54.12579154
10-23,7,59.44129806
10-23,8,63.45680693
10-23,9,66.25385313
10-23,10,67.35756903
10-23,11,67.91584622
10-23,12,69.61981321
10-23,13,72.81813784
10-23,14,75.84638138
10-23,15,75.45375937
10-23,16,72.61626013
10-23,17,69.73447082
10-23,18,73.0013551
10-23,19,79.31209444
10-23,20,77.42561333
10-23,21,73.77745279
10-23,22,69.26064845
10-23,23,66.85523172
10-24,0,63.05037129
10-24,1,59.19353457
10-24,2,53.81518181
10-24,3,52.12086246
10-24,4,51.44534868
10-24,5,51.78562286
10-24,6,54.80616449
10-24,7,59.94946481
10-24,8,63.91848857
10-24,9,66.63841176
10-24,10,67.66606111
10-24,11,68.30568724
10-24,12,69.64411224
10-24,13,72.86145351
10-24,14,75.788275
10-24,15,75.26781894
10-24,16,72.37960867
10-24,17,69.69855051
10-24,18,73.04678373
10-24,19,79.31103796
10-24,20,77.35060327
10-24,21,73.75843616
10-24,22,69.23634942
10-24,23,66.82459381
10-25,0,63.42119568
10-25,1,59.55273768
10-25,2,54.13212573
10-25,3,52.29835106
10-25,4,51.6577011
10-25,5,52.03283912
10-25,6,54.89068287
10-25,7,60.00334528
10-25,8,63.9691996
10-25,9,66.72715605
10-25,10,67.77382204
10-25,11,68.36062419
10-25,12,69.44126813
10-25,13,72.56775215
10-25,14,75.54634114
10-25,15,75.07025723
10-25,16,72.22536263
10-25,17,69.67108204
10-25,18,73.15137522
10-25,19,79.35329715
10-25,20,77.43934757
10-25,21,73.94648955
10-25,22,69.47300088
10-25,23,66.74113191
10-26,0,63.77617287
10-26,1,59.57175431
10-26,2,54.40364102
10-26,3,52.56669691
10-26,4,51.78025275
10-26,5,52.0074836
10-26,6,54.4353401
10-26,7,59.3610056
10-26,8,63.45046805
10-26,9,66.34365391
10-26,10,67.58682513
10-26,11,68.2401855
10-26,12,69.25110178
10-26,13,72.21277495
10-26,14,74.86596819
10-26,15,74.2060568
10-26,16,71.44356762
10-26,17,69.177706
10-26,18,72.26604521
10-26,19,77.95451798
10-26,20,76.53817035
10-26,21,73.43092744
10-26,22,69.14126624
10-26,23,65.90439996
10-27,0,61.06841531
10-27,1,56.45302614
10-27,2,50.4428985
10-27,3,48.26893735
10-27,4,47.23527693
10-27,5,47.30931822
10-27,6,47.89361758
10-27,7,50.2066087
10-27,8,53.66429627
10-27,9,57.16495798
10-27,10,59.14449557
10-27,11,60.98005676
10-27,12,64.82022577
10-27,13,66.87755229
10-27,14,69.08808052
10-27,15,68.45775057
10-27,16,66.2942854
10-27,17,63.96714795
10-27,18,64.86646115
10-27,19,70.21474745
10-27,20,70.7856382
10-27,21,68.5795725
10-27,22,64.95443705
10-27,23,63.10684162
10-28,0,59.02095759
10-28,1,54.11609296
10-28,2,46.17155093
10-28,3,45.05090008
10-28,4,44.67965246
10-28,5,44.98823225
10-28,6,45.06542134
10-28,7,46.10429789
10-28,8,50.06803925
10-28,9,53.45671411
10-28,10,56.09549505
10-28,11,59.3932242
10-28,12,62.58365818
10-28,13,63.6711363
10-28,14,64.64558324
10-28,15,64.15999101
10-28,16,62.64097847
10-28,17,62.79551193
10-28,18,65.47288051
10-28,19,68.63953616
10-28,20,69.73444086
10-28,21,67.7713655
10-28,22,63.93387763
10-28,23,62.31131238
10-29,0,59.9010052
10-29,1,55.28878547
10-29,2,49.63046558
10-29,3,47.83155474
10-29,4,47.98009515
10-29,5,49.83958719
10-29,6,53.84054201
10-29,7,58.26860556
10-29,8,62.29679218
10-29,9,65.15088829
10-29,10,66.57260458
10-29,11,68.14404584
10-29,12,69.94837841
10-29,13,72.5909947
10-29,14,74.93463937
10-29,15,74.85367888
10-29,16,72.74620713
10-29,17,72.45807558
10-29,18,78.08196614
10-29,19,80.52070726
10-29,20,78.05527525
10-29,21,74.34478241
10-29,22,69.6853533
10-29,23,67.2366209
10-30,0,63.2014479
10-30,1,58.80580651
10-30,2,53.17178565
10-30,3,51.16686126
10-30,4,50.29801169
10-30,5,50.38684369
10-30,6,50.92360146
10-30,7,53.58734385
10-30,8,57.41374284
10-30,9,60.77177979
10-30,10,62.17025353
10-30,11,63.90756211
10-30,12,65.62526333
10-30,13,67.74386568
10-30,14,69.7357026
10-30,15,69.40752585
10-30,16,66.99895738
10-30,17,66.65166296
10-30,18,70.70139872
10-30,19,73.82790814
10-30,20,73.05812611
10-30,21,70.48968786
10-30,22,66.48633267
10-30,23,65.89066572
10-31,0,63.44655119
10-31,1,59.36785372
10-31,2,53.92294274
10-31,3,51.96872938
10-31,4,50.44697533
10-31,5,48.89509431
10-31,6,46.4018682
10-31,7,46.97378071
10-31,8,50.24235841
10-31,9,53.4884085
10-31,10,56.15465792
10-31,11,59.57176928
10-31,12,62.36074095
10-31,13,62.84602563
10-31,14,62.42274987
10-31,15,60.5161924
10-31,16,57.85723824
10-31,17,59.03761351
10-31,18,66.00323334
10-31,19,70.35737221
10-31,20,71.41318716
10-31,21,69.90334161
10-31,22,67.02619381
10-31,23,65.79452607
11-01,0,64.05297056
11-01,1,60.36728355
11-01,2,55.11042596
11-01,3,53.60416001
11-01,4,52.86842688
11-01,5,53.20447514
11-01,6,55.18649719
11-01,7,59.12858006
11-01,8,63.1768398
11-01,9,66.14503572
11-01,10,67.73156285
11-01,11,69.30934299
11-01,12,70.28856488
11-01,13,71.78595714
11-01,14,71.98600443
11-01,15,70.42280287
11-01,16,68.5667733
11-01,17,69.97640468
11-01,18,78.62394025
11-01,19,81.68494792
11-01,20,79.40968227
11-01,21,76.13445908
11-01,22,72.49981532
11-01,23,70.38704347
11-02,0,68.02216492
11-02,1,64.00579976
11-02,2,58.74999865
11-02,3,57.07575242
11-02,4,56.17415197
11-02,5,56.12458513
11-02,6,58.2619097
11-02,7,61.75815812
11-02,8,64.82706114
11-02,9,67.1677081
11-02,10,68.34115166
11-02,11,70.33624129
11-02,12,70.17023915
11-02,13,71.35808285
11-02,14,71.71554562
11-02,15,69.94949995
11-02,16,67.67193497
11-02,17,69.41858338
11-02,18,76.3694125
11-02,19,79.93753044
11-02,20,78.78952867
11-02,21,76.32251247
11-02,22,73.07348381
11-02,23,70.32576765
11-03,0,64.40794775
11-03,1,60.40426034
11-03,2,55.12204724
11-03,3,53.51858515
11-03,4,53.07127099
11-03,5,53.69468174
11-03,6,55.16959352
11-03,7,57.08429177
11-03,8,59.72637698
11-03,9,62.26986805
11-03,10,64.03177082
11-03,11,67.02945972
11-03,12,69.03874935
11-03,13,70.20968938
11-03,14,70.38438115
11-03,15,68.15771032
11-03,16,66.01854418
11-03,17,65.68604048
11-03,18,71.19688771
11-03,19,74.43749695
11-03,20,74.33857955
11-03,21,72.30788948
11-03,22,69.310303
11-03,23,68.10610373
11-04,0,63.38633185
11-04,1,59.01498949
11-04,2,53.6229025
11-04,3,52.03106168
11-04,4,51.14742139
11-04,5,50.86542901
11-04,6,50.44079022
11-04,7,50.88275573
11-04,8,53.09274073
11-04,9,56.16024575
11-04,10,59.0853327
11-04,11,62.79614543
11-04,12,65.66752252
11-04,13,66.54053526
11-04,14,66.45850246
11-04,15,64.63435041
11-04,16,61.90883802
11-04,17,61.69782948
11-04,18,67.73057771
11-04,19,71.91356686
11-04,20,72.86267736
11-04,21,71.2070376
11-04,22,68.04147084
11-04,23,67.07603599
11-05,0,64.66044641
11-05,1,60.58808782
11-05,2,55.38511069
11-05,3,53.87884474
11-05,4,53.46005553
11-05,5,54.77968643
11-05,6,58.96446872
11-05,7,63.80667232
11-05,8,66.63152853
11-05,9,68.8464544
11-05,10,69.9184759
11-05,11,71.35468776
11-05,12,72.4300493
11-05,13,73.85137502
11-05,14,73.89400683
11-05,15,72.43962269
11-05,16,70.19163914
11-05,17,71.71748328
11-05,18,79.20183466
11-05,19,82.65268336
11-05,20,80.77359761
11-05,21,77.39272645
11-05,22,73.55629505
11-05,23,71.8555503
11-06,0,69.89847293
11-06,1,66.01945013
11-06,2,60.74040647
11-06,3,59.09785463
11-06,4,58.08109789
11-06,5,58.35375737
11-06,6,61.34999996
11-06,7,65.97034282
11-06,8,68.50783654
11-06,9,70.57908117
11-06,10,71.32042451
11-06,11,72.64359303
11-06,12,73.49920679
11-06,13,74.7546652
11-06,14,74.8289914
11-06,15,73.22141769
11-06,16,71.09492931
11-06,17,72.73170383
11-06,18,80.22767649
11-06,19,83.61302344
11-06,20,81.78993111
11-06,21,78.42702011
11-06,22,74.58530631
11-06,23,72.61727219
11-07,0,70.18477894
11-07,1,66.12932403
11-07,2,60.94958946
11-07,3,59.40529023
11-07,4,58.38642053
11-07,5,58.58723939
11-07,6,61.40599339
11-07,7,66.08021671
11-07,8,68.69588993
11-07,9,70.79460303
11-07,10,71.63948139
11-07,11,72.7133207
11-07,12,73.03646867
11-07,13,74.41764816
11-07,14,74.86068579
11-07,15,73.26367688
11-07,16,71.58936183
11-07,17,73.35713983
11-07,18,80.79923202
11-07,19,84.14971515
11-07,20,82.30971914
11-07,21,78.95948589
11-07,22,75.02691484
11-07,23,72.8306811
11-08,0,70.44995535
11-08,1,66.40823468
11-08,2,61.39014151
11-08,3,59.89021443
11-08,4,58.75090604
11-08,5,58.9464425
11-08,6,61.7810437
11-08,7,66.39187824
11-08,8,69.01494681
11-08,9,71.17282278
11-08,10,72.20364157
11-08,11,73.24578648
11-08,12,73.08612322
11-08,13,74.43032592
11-08,14,74.95365601
11-08,15,73.48976354
11-08,16,71.82073089
11-08,17,73.52723307
11-08,18,80.96826878
11-08,19,84.33037318
11-08,20,82.52946693
11-08,21,79.22783174
11-08,22,75.34491524
11-08,23,72.65741842
11-09,0,69.18006671
11-09,1,65.55142961
11-09,2,60.12553526
11-09,3,58.20090333
11-09,4,56.5999133
11-09,5,55.79390697
11-09,6,54.96357997
11-09,7,57.1191556
11-09,8,60.52084974
11-09,9,63.51017526
11-09,10,64.87272869
11-09,11,66.83189801
11-09,12,69.09474278
11-09,13,69.65715048
11-09,14,69.35008749
11-09,15,67.41817451
11-09,16,65.4913608
11-09,17,67.44507924
11-09,18,73.3087907
11-09,19,76.91494192
11-09,20,76.61846281
11-09,21,74.36274257
11-09,22,72.1564594
11-09,23,71.18574215
11-10,0,66.77657532
11-10,1,62.37248209
11-10,2,56.81452778
11-10,3,54.99554382
11-10,4,54.11824241
11-10,5,53.74011037
11-10,6,53.17179034
11-10,7,53.5588189
11-10,8,55.6747772
11-10,9,58.72009615
11-10,10,61.67053861
11-10,11,65.04222134
11-10,12,67.79949863
11-10,13,68.66617249
11-10,14,68.72359501
11-10,15,67.07059268
11-10,16,64.83528688
11-10,17,65.27506986
11-10,18,71.00249544
11-10,19,75.8732529
11-10,20,76.94174561
11-10,21,74.73251047
11-10,22,71.49087717
11-10,23,70.13982722
11-11,0,67.20761905
11-11,1,62.86480165
11-11,2,57.4283425
11-11,3,55.48891986
11-11,4,54.53872134
11-11,5,54.37928061
11-11,6,53.72538572
11-11,7,54.21489281
11-11,8,56.43755557
11-11,9,59.37828302
11-11,10,62.25054599
11-11,11,65.60109912
11-11,12,68.45029014
11-11,13,69.42895085
11-11,14,69.50855945
11-11,15,67.59566311
11-11,16,64.83845632
11-11,17,64.90107604
11-11,18,70.66653489
11-11,19,75.53729235
11-11,20,76.52126668
11-11,21,74.28667603
11-11,22,71.27641178
11-11,23,70.62052549
11-12,0,68.57153439
11-12,1,64.51924891
11-12,2,59.25605244
11-12,3,57.72126153
11-12,4,57.12392725
11-12,5,58.12555775
11-12,6,62.20997447
11-12,7,67.07013822
11-12,8,69.89605091
11-12,9,72.0264584
11-12,10,72.79843966
11-12,11,73.84481049
11-12,12,74.7606436
11-12,13,76.27916545
11-12,14,76.4242758
11-12,15,74.84945296
11-12,16,72.96067252
11-12,17,75.33170046
11-12,18,82.62377252
11-12,19,86.44016321
11-12,20,84.3973231
11-12,21,80.9139734
11-12,22,77.00570138
11-12,23,75.47293692
11-13,0,73.59298256
11-13,1,69.60302939
11-13,2,64.3673014
11-13,3,62.79447722
11-13,4,61.87702958
11-13,5,62.10531691
11-13,6,64.77722022
11-13,7,69.67224781
11-13,8,72.04070477
11-13,9,73.9397432
11-13,10,74.70221614
11-13,11,75.82993591
11-13,12,76.62955625
11-13,13,77.87973225
11-13,14,78.15162016
11-13,15,76.57257141
11-13,16,74.83803701
11-13,17,77.33901195
11-13,18,84.20426621
11-13,19,87.81464334
11-13,20,85.71264037
11-13,21,82.26204154
11-13,22,78.39074632
11-13,23,76.40263908
11-14,0,73.63629823
11-14,1,69.87665764
11-14,2,64.74552114
11-14,3,63.23819871
11-14,4,62.33871122
11-14,5,62.62827438
11-14,6,64.97372545
11-14,7,69.78000874
11-14,8,72.21502393
11-14,9,74.1172318
11-14,10,74.90717321
11-14,11,76.2842222
11-14,12,76.99404176
11-14,13,78.34986573
11-14,14,78.54991302
11-14,15,76.96346891
11-14,16,75.02820336
11-14,17,77.45522472
11-14,18,84.22116988
11-14,19,87.72167313
11-14,20,85.55945081
11-14,21,82.11519086
11-14,22,78.23121788
11-14,23,76.31495126
11-15,0,74.14235203
11-15,1,70.040412
11-15,2,64.66311572
11-15,3,63.25087647
11-15,4,62.47182767
11-15,5,62.70434092
11-15,6,65.20826395
11-15,7,70.11702578
11-15,8,72.56471872
11-15,9,74.55461441
11-15,10,75.38575853
11-15,11,76.16272703
11-15,12,76.63906457
11-15,13,78.15758642
11-15,14,78.58900277
11-15,15,77.00467162
11-15,16,75.40325367
11-15,17,77.962335
11-15,18,84.8043467
11-15,19,88.35239153
11-15,20,86.24827559
11-15,21,82.72161023
11-15,22,78.88517883
11-15,23,76.74388204
11-16,0,74.62093735
11-16,1,70.74719695
11-16,2,65.60338269
11-16,3,63.92279758
11-16,4,63.31384201
11-16,5,63.54424231
11-16,6,65.90871002
11-16,7,70.57765094
11-16,8,73.01266613
11-16,9,75.16842913
11-16,10,75.89498176
11-16,11,76.83781758
11-16,12,76.93910481
11-16,13,78.15441698
11-16,14,78.5509695
11-16,15,76.83035247
11-16,16,74.8073991
11-16,17,77.07383554
11-16,18,83.10552728
11-16,19,86.68526651
11-16,20,85.50134442
11-16,21,82.91283306
11-16,22,79.6479572
11-16,23,77.05765652
11-17,0,70.7605604
11-17,1,66.70827492
11-17,2,61.31830088
11-17,3,59.54685852
11-17,4,59.12595635
11-17,5,59.74619766
11-17,6,61.09221891
11-17,7,63.23511679
11-17,8,65.58667007
11-17,9,67.85864585
11-17,10,69.17788361
11-17,11,71.37898679
11-17,12,73.81298128
11-17,13,75.18887837
11-17,14,75.47238756
11-17,15,73.32178327
11-17,16,70.95230455
11-17,17,71.4248384
11-17,18,76.27961172
11-17,19,79.2465927
11-17,20,79.26705751
11-17,21,76.59402777
11-17,22,73.84999642
11-17,23,72.83173758
11-18,0,68.8419932
11-18,1,64.71047174
11-18,2,59.55081029
11-18,3,57.65892923
11-18,4,56.7562723
11-18,5,56.53555575
11-18,6,56.38560169
11-18,7,57.15718888
11-18,8,59.58903462
11-18,9,62.86044022
11-18,10,65.49816469
11-18,11,68.71243194
11-18,12,71.92188255
11-18,13,72.72094171
11-18,14,72.70229769
11-18,15,70.69326169
11-18,16,68.39456711
11-18,17,68.90302127
11-18,18,74.36632692
11-18,19,78.80181473
11-18,20,79.52378208
11-18,21,76.88984209
11-18,22,73.46226835
11-18,23,72.50845478
11-19,0,70.82500566
11-19,1,66.7875109
11-19,2,61.81907228
11-19,3,60.36563031
11-19,4,59.88133936
11-19,5,60.80056444
11-19,6,65.03288832
11-19,7,70.36846796
11-19,8,73.38137755
11-19,9,75.89000479
11-19,10,76.66304253
11-19,11,77.41676847
11-19,12,78.42240236
11-19,13,80.05396754
11-19,14,80.3860748
11-19,15,78.70560399
11-19,16,76.69215894
11-19,17,79.12657566
11-19,18,85.8206802
11-19,19,89.41943606
11-19,20,87.25087486
11-19,21,83.5572857
11-19,22,79.60569801
11-19,23,78.12575753
11-20,0,76.43808249
11-20,1,72.52525234
11-20,2,67.47018238
11-20,3,65.99455434
11-20,4,65.34967846
11-20,5,65.37723465
11-20,6,67.86108457
11-20,7,73.01811913
11-20,8,75.70035057
11-20,9,77.95964859
11-20,10,78.45483216
11-20,11,79.07227222
11-20,12,79.99867012
11-20,13,81.40731808
11-20,14,81.73731238
11-20,15,80.02197774
11-20,16,78.08565571
11-20,17,80.76094981
11-20,18,87.27439632
11-20,19,90.68087286
11-20,20,88.81552135
11-20,21,85.42619835
11-20,22,81.40065708
11-20,23,79.51080246
11-21,0,77.51357886
11-21,1,73.53419049
11-21,2,68.79500797
11-21,3,66.95489441
11-21,4,66.10928739
11-21,5,66.39779407
11-21,6,68.73268035
11-21,7,73.83477797
11-21,8,76.49904925
11-21,9,78.64636042
11-21,10,79.09083296
11-21,11,79.67974807
11-21,12,80.14340784
11-21,13,81.56367709
11-21,14,81.8820501
11-21,15,80.1286822
11-21,16,78.41210795
11-21,17,81.07895021
11-21,18,87.63042999
11-21,19,90.97563071
11-21,20,89.03421265
11-21,21,85.61953414
11-21,22,81.68168069
11-21,23,79.5298191
11-22,0,77.61817035
11-22,1,73.86803808
11-22,2,68.76120061
11-22,3,67.3204364
11-22,4,66.44947387
11-22,5,66.661914
11-22,6,69.01370396
11-22,7,74.14643949
11-22,8,76.77690342
11-22,9,78.8925202
11-22,10,79.35495289
11-22,11,79.73679797
11-22,12,79.72821131
11-22,13,81.16538423
11-22,14,81.74576422
11-22,15,80.10649612
11-22,16,78.57163639
11-22,17,81.23847865
11-22,18,87.7286826
11-22,19,90.89956417
11-22,20,88.96871091
11-22,21,85.54980648
11-22,22,81.65421222
11-22,23,79.76541408
11-23,0,77.75023032
11-23,1,74.10891546
11-23,2,68.90699482
11-23,3,67.60251649
11-23,4,66.92805919
11-23,5,67.12465213
11-23,6,69.0010262
11-23,7,74.11157566
11-23,8,76.81810613
11-23,9,78.96964322
11-23,10,79.64442834
11-23,11,80.32314422
11-23,12,80.36104267
11-23,13,81.65347786
11-23,14,82.16941259
11-23,15,80.41393172
11-23,16,78.53782904
11-23,17,80.71869062
11-23,18,86.3837839
11-23,19,89.40887126
11-23,20,88.14360024
11-23,21,85.2930819
11-23,22,81.7957805
11-23,23,79.12518736
11-24,0,73.52114194
11-24,1,69.44350095
11-24,2,64.01338069
11-24,3,62.35181221
11-24,4,61.64566051
11-24,5,61.97853934
11-24,6,62.39380194
11-24,7,64.05071914
11-24,8,66.70336915
11-24,9,69.59655501
11-24,10,71.19998582
11-24,11,73.30811879
11-24,12,76.23443283
11-24,13,77.51419026
11-24,14,77.72902827
11-24,15,75.83937447
11-24,16,73.45510504
11-24,17,74.2921244
11-24,18,78.4908238
11-24,19,81.41343263
11-24,20,81.40854193
11-24,21,78.97533309
11-24,22,76.25771373
11-24,23,75.43490365
11-25,0,71.52333876
11-25,1,67.32525909
11-25,2,62.03142471
11-25,3,60.13743069
11-25,4,59.28337183
11-25,5,59.02567848
11-25,6,58.47954453
11-25,7,59.42016847
11-25,8,61.6386053
11-25,9,64.87197764
11-25,10,67.49174195
11-25,11,70.29292562
11-25,12,73.29741916
11-25,13,74.11549496
11-25,14,74.15178789
11-25,15,72.22304434
11-25,16,69.88209057
11-25,17,70.70220626
11-25,18,75.73024226
11-25,19,80.15516527
11-25,20,81.42861504
11-25,21,79.13169209
11-25,22,75.71151371
11-25,23,74.78622509
11-26,0,73.44084948
11-26,1,69.61570715
11-26,2,64.52049096
11-26,3,63.00682965
11-26,4,62.35984081
11-26,5,63.24103262
11-26,6,67.46067875
11-26,7,72.894511
11-26,8,75.91904188
11-26,9,78.11917703
11-26,10,78.71366969
11-26,11,78.94443817
11-26,12,80.02296915
11-26,13,81.54571693
11-26,14,82.09651549
11-26,15,80.52908802
11-26,16,78.67411493
11-26,17,81.69065198
11-26,18,88.08577275
11-26,19,91.29785703
11-26,20,89.24762156
11-26,21,85.67130165
11-26,22,81.59399287
11-26,23,79.90698236
11-27,0,78.07245664
11-27,1,74.58221838
11-27,2,69.52503546
11-27,3,67.94059001
11-27,4,66.9745443
11-27,5,67.47434692
11-27,6,69.93284133
11-27,7,74.85745035
11-27,8,77.5703197
11-27,9,79.49788308
11-27,10,79.91805659
11-27,11,80.37068581
11-27,12,81.06254521
11-27,13,82.4542895
11-27,14,82.99241031
11-27,15,81.38694956
11-27,16,79.70946507
11-27,17,82.51364969
11-27,18,88.71120875
11-27,19,91.99619013
11-27,20,89.97870554
11-27,21,86.30202005
11-27,22,82.41699059
11-27,23,80.45423886
11-28,0,78.56794563
11-28,1,75.04812594
11-28,2,69.85888306
11-28,3,68.46037804
11-28,4,67.60737566
11-28,5,67.74269277
11-28,6,70.29838332
11-28,7,75.13002212
11-28,8,77.8207054
11-28,9,79.73136511
11-28,10,80.14836917
11-28,11,80.53127073
11-28,12,81.08578777
11-28,13,82.61276146
11-28,14,83.07058981
11-28,15,81.4630161
11-28,16,79.74855482
11-28,17,82.4978025
11-28,18,88.64570701
11-28,19,91.8937116
11-28,20,90.00934345
11-28,21,86.34322276
11-28,22,82.34198052
11-28,23,80.33485665
11-29,0,78.5383642
11-29,1,75.02699635
11-29,2,69.97720879
11-29,3,68.5353881
11-29,4,67.78592073
11-29,5,67.83566299
11-29,6,70.24555933
11-29,7,75.15643411
11-29,8,77.84923035
11-29,9,79.80320573
11-29,10,80.19485428
11-29,11,80.53972257
11-29,12,80.73926241
11-29,13,82.34335913
11-29,14,82.72089501
11-29,15,81.1344509
11-29,16,79.62072077
11-29,17,82.42807483
11-29,18,88.54534144
11-29,19,91.74157852
11-29,20,89.85509741
11-29,21,86.30202005
11-29,22,82.33247221
11-29,23,80.2492818
11-30,0,78.41475607
11-30,1,74.86007255
11-30,2,69.56306873
11-30,3,67.86241051
11-30,4,67.08441819
11-30,5,67.17325019
11-30,6,69.87579142
11-30,7,74.80462636
11-30,8,77.33789416
11-30,9,79.29503898
11-30,10,79.85044189
11-30,11,80.29673223
11-30,12,80.28391965
11-30,13,81.53726509
11-30,14,81.9707944
11-30,15,80.28187176
11-30,16,78.47021434
11-30,17,81.19305002
11-30,18,86.62466128
11-30,19,90.02585543
11-30,20,88.74473721
11-30,21,85.74419875
11-30,22,82.26380102
11-30,23,79.80556031
12-01,0,74.04726885
12-01,1,70.16930253
12-01,2,64.90821902
12-01,3,63.353355
12-01,4,62.71904392
12-01,5,62.80365001
12-01,6,63.11960352
12-01,7,64.81455399
12-01,8,67.80950343
12-01,9,70.52203126
12-01,10,72.05362145
12-01,11,73.78247819
12-01,12,76.37388815
12-01,13,77.75401116
12-01,14,77.97201861
12-01,15,76.10983329
12-01,16,74.06469384
12-01,17,75.01475654
12-01,18,78.93348881
12-01,19,82.59246402
12-01,20,82.59813811
12-01,21,79.97476292
12-01,22,77.18318998
12-01,23,76.47236674
12-02,0,72.80801812
12-02,1,68.86560654
12-02,2,63.8147625
12-02,3,62.20284857
12-02,4,61.08995217
12-02,5,60.72766733
12-02,6,60.32204518
12-02,7,61.11898788
12-02,8,63.50329204
12-02,9,66.70074406
12-02,10,69.66703372
12-02,11,72.31819727
12-02,12,75.3860796
12-02,13,76.62040841
12-02,14,76.75495395
12-02,15,75.13047657
12-02,16,72.8729847
12-02,17,73.77444933
12-02,18,78.62710969
12-02,19,83.50737547
12-02,20,84.5378349
12-02,21,81.69259897
12-02,22,78.09810143
12-02,23,77.17703873
12-03,0,75.88131767
12-03,1,72.02553742
12-03,2,66.89757036
12-03,3,65.39447385
12-03,4,64.85207651
12-03,5,65.80510894
12-03,6,69.7416185
12-03,7,75.31913199
12-03,8,78.46621452
12-03,9,80.46350556
12-03,10,81.16047676
12-03,11,81.76206962
12-03,12,82.54689924
12-03,13,84.35595302
12-03,14,84.81906377
12-03,15,83.25903165
12-03,16,81.38821136
12-03,17,83.81628921
12-03,18,89.55111014
12-03,19,93.1709956
12-03,20,91.03518527
12-03,21,87.14086496
12-03,22,83.07623394
12-03,23,81.66813408
12-04,0,79.98679792
12-04,1,76.41943664
12-04,2,71.42247307
12-04,3,69.80527674
12-04,4,68.95333084
12-04,5,69.00835549
12-04,6,71.76372071
12-04,7,77.09718739
12-04,8,79.86182425
12-04,9,81.47561315
12-04,10,82.05003269
12-04,11,82.67698107
12-04,12,83.40793022
12-04,13,84.88841881
12-04,14,85.13178177
12-04,15,83.62985604
12-04,16,81.77593943
12-04,17,84.14908032
12-04,18,89.72754226
12-04,19,93.18895575
12-04,20,91.40600966
12-04,21,87.80750367
12-04,22,83.84429471
12-04,23,81.95972249
12-05,0,80.05229966
12-05,1,76.74588888
12-05,2,71.63059957
12-05,3,70.05883187
12-05,4,69.10968984
12-05,5,69.47109362
12-05,6,72.02361472
12-05,7,77.14789841
12-05,8,79.87767144
12-05,9,81.53160657
12-05,10,82.21273057
12-05,11,82.85975207
12-05,12,83.33714608
12-05,13,84.83982074
12-05,14,85.2553899
12-05,15,83.65309859
12-05,16,81.83087637
12-05,17,84.16809696
12-05,18,89.76240609
12-05,19,93.19529463
12-05,20,91.43453461
12-05,21,87.86561005
12-05,22,83.89711869
12-05,23,81.84562267
12-06,0,80.37980838
12-06,1,76.55783549
12-06,2,71.45311098
12-06,3,70.08524387
12-06,4,69.29457379
12-06,5,69.69506732
12-06,6,72.13454509
12-06,7,77.2630547
12-06,8,80.10798402
12-06,9,81.86968009
12-06,10,82.54869113
12-06,11,83.17563951
12-06,12,83.34771088
12-06,13,84.84404666
12-06,14,85.36737675
12-06,15,83.81790943
12-06,16,82.12986014
12-06,17,84.51673527
12-06,18,90.15224711
12-06,19,93.65803276
12-06,20,92.03038918
12-06,21,88.49315902
12-06,22,84.53100653
12-06,23,82.29885248
12-07,0,80.74006797
12-07,1,77.07445408
12-07,2,72.05002203
